onset	duration	trial_type	participant	date	neg_pics	img_start	rating_start	rating	rating_rt	pt_code	baseline	cueing	cubricID
374.839610635776	1	Uncued	QTCMDY	2022_Jan_12_2108	2095	374.839610635776	379.841304415944	4	0.963887215508294	PT18	3	Uncued	12012022302
389.903084769634	1	Uncued	QTCMDY	2022_Jan_12_2108	3210	389.903084769634	394.896389191908	4	0.470669606240335	PT18	2	Uncued	12012022302
414.444730920966	1	Uncued	QTCMDY	2022_Jan_12_2108	1930	414.444730920966	419.438051879051	4	0.641800989240437	PT18	3	Uncued	12012022302
427.499111499486	1	Cued	QTCMDY	2022_Jan_12_2108	9630	427.499111499486	432.50081212206	4	1.72784336824225	PT18	4	Cued	12012022302
443.546221453218	1	Cued	QTCMDY	2022_Jan_12_2108	9429	443.546221453218	448.539609694944	4	0.699975680954594	PT18	3	Cued	12012022302
459.593331406948	1	Uncued	QTCMDY	2022_Jan_12_2108	9252	459.593331406948	464.595063675643	1	0.733355495120122	PT18	4	Uncued	12012022302
485.143647454754	1	Cued	QTCMDY	2022_Jan_12_2108	3301	485.143647454754	490.145385140349	5	0.587728033815438	PT18	4	Cued	12012022302
500.173836142605	1	Cued	QTCMDY	2022_Jan_12_2108	9622	500.173836142605	505.167118897267	5	0.58797236467035	PT18	3	Cued	12012022302
516.18753463605	1	Cued	QTCMDY	2022_Jan_12_2108	9254	516.18753463605	521.189252649734	4	0.508605891480329	PT18	3	Cued	12012022302
532.217978773664	1	Uncued	QTCMDY	2022_Jan_12_2108	9405	532.217978773664	537.219665996529	5	0.808006411332826	PT18	4	Uncued	12012022302
554.775640712704	1	Cued	QTCMDY	2022_Jan_12_2108	9230	554.775640712704	559.777362432691	5	0.625171380845131	PT18	3	Cued	12012022302
568.822056447498	1	Cued	QTCMDY	2022_Jan_12_2108	9571	568.822056447498	573.823780163184	5	0.727562259464321	PT18	3	Cued	12012022302
582.885208703252	1	Uncued	QTCMDY	2022_Jan_12_2108	9041	582.885208703252	587.878549333249	3	0.665647623591212	PT18	2	Uncued	12012022302
596.914982000142	1	Uncued	QTCMDY	2022_Jan_12_2108	9301	596.914982000142	601.916671503808	5	0.771452006662003	PT18	4	Uncued	12012022302
621.439953782352	1	Uncued	QTCMDY	2022_Jan_12_2108	9320	621.439953782352	626.441705437857	4	0.687181240180507	PT18	4	Uncued	12012022302
636.47005779545	1	Uncued	QTCMDY	2022_Jan_12_2108	9900	636.47005779545	641.471794055546	5	2.66693371050133	PT18	3	Uncued	12012022302
651.491840589599	1	Uncued	QTCMDY	2022_Jan_12_2108	2800	651.491840589599	656.485212010415	5	0.562401159331785	PT18	3	Uncued	12012022302
